"Município";"id_orgao";"Órgão";"Categoria da Receita";"Origem da Receita";"2012";"2013";"2014"
"Turmalina";"";"Prefeitura Municipal De Turmalina";"Receitas Correntes";"Receita Patrimonial";"52.394,00";"50.701,32";"112.389,64"
"Turmalina";"";"Prefeitura Municipal De Turmalina";"Receitas Correntes";"Receita Tributária";"344.593,62";"408.410,29";"442.217,15"
"Turmalina";"";"Prefeitura Municipal De Turmalina";"Receitas Correntes";"Transferências Correntes";"8.107.585,06";"9.957.088,91";"10.898.784,35"
"Turmalina";"";"Prefeitura Municipal De Turmalina";"Receitas de Capital";"Alienação de Bens";"";"";"133.667,00"
"Ubarana";"";"Prefeitura Municipal De Ubarana";"Receitas Correntes";"Outras Receitas Correntes";"863.109,61";"314.277,98";"556.165,54"
"Ubarana";"";"Prefeitura Municipal De Ubarana";"Receitas Correntes";"Receita de Contribuições";"115.512,27";"106.179,38";"108.230,74"
"Ubarana";"";"Prefeitura Municipal De Ubarana";"Receitas Correntes";"Receita de Serviços";"263.636,14";"306.146,86";"346.196,29"
"Ubarana";"";"Prefeitura Municipal De Ubarana";"Receitas Correntes";"Receita Patrimonial";"46.108,76";"108.511,27";"175.247,75"
"Ubarana";"";"Prefeitura Municipal De Ubarana";"Receitas Correntes";"Receita Tributária";"1.402.560,49";"1.691.856,48";"1.492.153,03"
"Ubarana";"";"Prefeitura Municipal De Ubarana";"Receitas Correntes";"Transferências Correntes";"14.236.954,01";"16.436.482,08";"17.533.408,66"
"Ubarana";"";"Prefeitura Municipal De Ubarana";"Receitas de Capital";"Alienação de Bens";"";"";"96.100,00"
"Ubarana";"";"Prefeitura Municipal De Ubarana";"Receitas de Capital";"Transferências de Capital";"1.054.574,61";"679.140,00";"1.025.547,84"
"Ubatuba";"";"Instituto De Previdência Municipal De Ubatuba";"Receitas Correntes";"Receita de Serviços";"100,00";"";""
"Ubatuba";"";"Fundação Da Criança E Adolescente De Ubatuba";"Receitas Correntes";"Outras Receitas Correntes";"8.235,51";"19.387,90";"59.750,62"
"Ubatuba";"";"Fundação Da Criança E Adolescente De Ubatuba";"Receitas Correntes";"Receita Patrimonial";"46.754,75";"32.057,30";"60.203,57"
"Ubatuba";"";"Fundação Da Criança E Adolescente De Ubatuba";"Receitas Correntes";"Transferências Correntes";"";"259.976,40";"30.193,37"
"Ubatuba";"";"Fundação De Arte E Cultura De Ubatuba";"Receitas Correntes";"Outras Receitas Correntes";"14.255,00";"275.696,33";"447.045,70"
"Ubatuba";"";"Fundação De Arte E Cultura De Ubatuba";"Receitas Correntes";"Receita de Serviços";"25.517,15";"48.761,15";"49.554,25"
"Ubatuba";"";"Fundação De Arte E Cultura De Ubatuba";"Receitas Correntes";"Receita Patrimonial";"5.677,52";"4.255,74";"6.066,41"
"Ubatuba";"";"Instituto De Previdência Municipal De Ubatuba";"Receitas Correntes";"Outras Receitas Correntes";"988.154,58";"2.950.557,47";"1.545.155,64"
"Ubatuba";"";"Instituto De Previdência Municipal De Ubatuba";"Receitas Correntes";"Receita de Contribuições";"9.959.374,52";"11.006.317,00";"12.344.051,21"
"Ubatuba";"";"Instituto De Previdência Municipal De Ubatuba";"Receitas Correntes";"Receita Patrimonial";"39.908.239,27";"";""
"Ubatuba";"";"Prefeitura Municipal De Ubatuba";"Receitas Correntes";"Outras Receitas Correntes";"13.958.918,92";"10.257.286,82";"14.141.478,80"
"Ubatuba";"";"Prefeitura Municipal De Ubatuba";"Receitas Correntes";"Receita de Contribuições";"1.753.616,31";"50.824,67";"1.866,87"
"Ubatuba";"";"Prefeitura Municipal De Ubatuba";"Receitas Correntes";"Receita de Serviços";"4.268,16";"1.851,88";""
"Ubatuba";"";"Prefeitura Municipal De Ubatuba";"Receitas Correntes";"Receita Patrimonial";"1.891.463,88";"1.773.148,52";"3.194.391,87"
"Ubatuba";"";"Prefeitura Municipal De Ubatuba";"Receitas Correntes";"Receita Tributária";"70.397.076,46";"76.053.026,86";"77.296.657,43"
"Ubatuba";"";"Prefeitura Municipal De Ubatuba";"Receitas Correntes";"Transferências Correntes";"97.492.633,97";"106.998.589,94";"120.876.356,24"
"Ubatuba";"";"Prefeitura Municipal De Ubatuba";"Receitas de Capital";"Transferências de Capital";"9.901.528,22";"2.140.700,77";"5.966.567,10"
"Ubirajara";"";"Prefeitura Municipal De Ubirajara";"Receitas Correntes";"Receita Tributária";"661.410,25";"495.043,25";"511.284,22"
"Ubirajara";"";"Prefeitura Municipal De Ubirajara";"Receitas Correntes";"Outras Receitas Correntes";"188.913,41";"37.910,09";"75.871,26"
"Ubirajara";"";"Prefeitura Municipal De Ubirajara";"Receitas de Capital";"Transferências de Capital";"2.046.368,73";"276.375,00";"577.358,10"
"Ubirajara";"";"Prefeitura Municipal De Ubirajara";"Receitas de Capital";"Alienação de Bens";"";"45.500,00";"157.250,00"
"Ubirajara";"";"Prefeitura Municipal De Ubirajara";"Receitas Correntes";"Transferências Correntes";"10.554.292,27";"11.954.704,07";"12.487.107,96"
"Ubirajara";"";"Prefeitura Municipal De Ubirajara";"Receitas Correntes";"Receita Patrimonial";"151.759,74";"131.023,03";"114.765,42"
"Uchoa";"";"Prefeitura Municipal De Uchoa";"Receitas Correntes";"Receita de Serviços";"695.797,35";"1.033.021,94";"1.071.993,81"
"Uchoa";"";"Prefeitura Municipal De Uchoa";"Receitas Correntes";"Outras Receitas Correntes";"265.844,03";"344.240,51";"207.220,97"
"Uchoa";"";"Inst. Prev. Dos Serv. Pub. Do Mun. De Uchoa";"Receitas Correntes";"Outras Receitas Correntes";"";"3.109,79";"14,00"
"Uchoa";"";"Inst. Prev. Dos Serv. Pub. Do Mun. De Uchoa";"Receitas Correntes";"Receita Patrimonial";"293.727,71";"76.306,75";"364.856,52"
"Uchoa";"";"Inst. Prev. Dos Serv. Pub. Do Mun. De Uchoa";"Receitas Correntes";"Receita de Contribuições";"2.070.597,06";"2.321.230,50";"2.372.421,32"
"Uchoa";"";"Prefeitura Municipal De Uchoa";"Receitas de Capital";"Transferências de Capital";"1.523.487,71";"984.725,75";"2.977.840,03"
"Uchoa";"";"Prefeitura Municipal De Uchoa";"Receitas de Capital";"Alienação de Bens";"62.393,88";"4.040,00";"25.050,00"
"Uchoa";"";"Prefeitura Municipal De Uchoa";"Receitas Correntes";"Transferências Correntes";"18.250.457,90";"19.737.343,42";"20.806.724,66"
"Uchoa";"";"Prefeitura Municipal De Uchoa";"Receitas Correntes";"Receita Tributária";"3.144.353,46";"3.543.984,83";"4.036.858,25"
"Uchoa";"";"Prefeitura Municipal De Uchoa";"Receitas Correntes";"Receita Patrimonial";"66.120,36";"70.072,75";"193.462,91"
"União Paulista";"";"Fundo Municipal De Seguridade Serv.Publ.- Uniao Paulista";"Receitas Correntes";"Outras Receitas Correntes";"3.375,48";"1.811,52";"789,96"
"União Paulista";"";"Prefeitura Municipal De União Paulista";"Receitas de Capital";"Transferências de Capital";"1.361.270,05";"1.787.175,02";"628.983,15"
"União Paulista";"";"Prefeitura Municipal De União Paulista";"Receitas de Capital";"Alienação de Bens";"8.048,64";"126.412,70";"141.438,17"
"União Paulista";"";"Prefeitura Municipal De União Paulista";"Receitas Correntes";"Transferências Correntes";"7.559.869,61";"8.453.984,81";"9.001.088,00"
"União Paulista";"";"Prefeitura Municipal De União Paulista";"Receitas Correntes";"Receita Tributária";"279.037,58";"475.249,48";"363.175,06"
"União Paulista";"";"Prefeitura Municipal De União Paulista";"Receitas Correntes";"Receita Patrimonial";"24.872,71";"38.490,76";"71.526,11"
"União Paulista";"";"Prefeitura Municipal De União Paulista";"Receitas Correntes";"Receita de Serviços";"8.311,81";"7.146,60";"5.540,51"
"União Paulista";"";"Prefeitura Municipal De União Paulista";"Receitas Correntes";"Outras Receitas Correntes";"8.422,99";"48.891,28";"61.036,44"
"União Paulista";"";"Fundo Municipal De Seguridade Serv.Publ.- Uniao Paulista";"Receitas Correntes";"Receita Patrimonial";"627.203,05";"274.654,79";"648.459,97"
"União Paulista";"";"Fundo Municipal De Seguridade Serv.Publ.- Uniao Paulista";"Receitas Correntes";"Receita de Contribuições";"579.502,76";"793.565,85";"903.824,12"
"Urânia";"";"Fundação De Serv.Assist. E Comum. Do Mun. Urânia";"Receitas Correntes";"Outras Receitas Correntes";"2.180,43";"550,46";""
"Urânia";"";"Instituto De Previdência Municipal De Urânia";"Receitas Correntes";"Outras Receitas Correntes";"47.891,38";"93.314,49";"86.154,40"
"Urânia";"";"Instituto De Previdência Municipal De Urânia";"Receitas Correntes";"Receita de Contribuições";"753.290,28";"1.075.086,06";"1.213.320,71"
"Urânia";"";"Instituto De Previdência Municipal De Urânia";"Receitas Correntes";"Receita Patrimonial";"176.010,40";"7.733,25";"60.839,20"
"Urânia";"";"Prefeitura Municipal De Urânia";"Receitas Correntes";"Outras Receitas Correntes";"108.317,07";"190.976,06";"218.711,67"
"Urânia";"";"Prefeitura Municipal De Urânia";"Receitas Correntes";"Receita de Contribuições";"189.884,62";"215.169,24";"216.112,09"
"Urânia";"";"Prefeitura Municipal De Urânia";"Receitas Correntes";"Receita de Serviços";"1.750,00";"1.905,00";"2.140,00"
"Urânia";"";"Prefeitura Municipal De Urânia";"Receitas Correntes";"Receita Patrimonial";"68.222,45";"89.045,51";"161.898,05"
"Urânia";"";"Prefeitura Municipal De Urânia";"Receitas Correntes";"Receita Tributária";"1.687.000,18";"1.422.531,93";"1.775.034,25"
"Urânia";"";"Prefeitura Municipal De Urânia";"Receitas Correntes";"Transferências Correntes";"11.863.059,05";"13.934.236,20";"15.061.093,61"
"Urânia";"";"Prefeitura Municipal De Urânia";"Receitas de Capital";"Alienação de Bens";"";"38.239,00";"60.038,01"
"Urânia";"";"Prefeitura Municipal De Urânia";"Receitas de Capital";"Transferências de Capital";"1.839.910,22";"2.018.483,88";"2.552.750,43"
"Uru";"";"Prefeitura Municipal De Uru";"Receitas Correntes";"Receita Agropecuária";"2.648,65";"2.689,75";"1.117,00"
"Uru";"";"Prefeitura Municipal De Uru";"Receitas Correntes";"Outras Receitas Correntes";"117.794,71";"17.678,15";"47.343,62"
"Uru";"";"Prefeitura Municipal De Uru";"Receitas Correntes";"Receita de Serviços";"1.584,90";"837,68";"454,04"
"Uru";"";"Prefeitura Municipal De Uru";"Receitas Correntes";"Receita Industrial";"5.212,01";"2.362,63";"6.811,96"
"Uru";"";"Prefeitura Municipal De Uru";"Receitas Correntes";"Receita Patrimonial";"33.571,76";"40.460,72";"90.867,48"
"Uru";"";"Prefeitura Municipal De Uru";"Receitas Correntes";"Receita Tributária";"177.264,97";"193.217,80";"216.474,34"
"Uru";"";"Prefeitura Municipal De Uru";"Receitas Correntes";"Transferências Correntes";"8.221.399,77";"9.324.941,77";"9.693.970,29"
"Uru";"";"Prefeitura Municipal De Uru";"Receitas de Capital";"Alienação de Bens";"";"18.000,00";"3.100,00"
"Uru";"";"Prefeitura Municipal De Uru";"Receitas de Capital";"Transferências de Capital";"160.036,25";"1.380.566,93";"1.135.706,50"
"Urupês";"";"Fundação De Ensino - Chafik Saab";"Receitas Correntes";"Receita de Contribuições";"245.983,64";"247.054,22";"333.169,77"
"Urupês";"";"Fundação De Ensino - Chafik Saab";"Receitas Correntes";"Receita Patrimonial";"17.552,70";"11.942,09";"15.385,99"
"Urupês";"";"Prefeitura Municipal De Urupês";"Receitas Correntes";"Outras Receitas Correntes";"270.344,08";"591.737,13";"893.384,47"
"Urupês";"";"Prefeitura Municipal De Urupês";"Receitas Correntes";"Receita de Contribuições";"365.040,20";"400.055,57";"412.691,29"
"Urupês";"";"Prefeitura Municipal De Urupês";"Receitas Correntes";"Receita de Serviços";"911.182,38";"908.109,64";"1.546.890,84"
"Urupês";"";"Prefeitura Municipal De Urupês";"Receitas Correntes";"Receita Patrimonial";"86.751,15";"115.150,80";"189.239,28"
"Urupês";"";"Prefeitura Municipal De Urupês";"Receitas Correntes";"Receita Tributária";"2.933.368,91";"3.216.387,44";"3.737.532,92"
"Urupês";"";"Prefeitura Municipal De Urupês";"Receitas Correntes";"Transferências Correntes";"20.608.173,81";"23.090.853,57";"24.533.763,47"
"Urupês";"";"Prefeitura Municipal De Urupês";"Receitas de Capital";"Alienação de Bens";"66.500,00";"";""
"Urupês";"";"Prefeitura Municipal De Urupês";"Receitas de Capital";"Transferências de Capital";"2.135.852,86";"478.705,57";"1.464.681,71"
"Valentim Gentil";"";"Fundo De Previdência De Valentim Gentil ";"Receitas Correntes";"Outras Receitas Correntes";"24.689,99";"33.704,47";"27.688,51"
"Valentim Gentil";"";"Fundo De Previdência De Valentim Gentil ";"Receitas Correntes";"Receita de Contribuições";"1.635.015,60";"1.915.643,23";"1.878.882,61"
"Valentim Gentil";"";"Fundo De Previdência De Valentim Gentil ";"Receitas Correntes";"Receita Patrimonial";"3.216.572,16";"914.880,69";"1.989.755,95"
"Valentim Gentil";"";"Prefeitura Municipal De Valentim Gentil";"Receitas Correntes";"Outras Receitas Correntes";"740.374,58";"435.184,61";"728.284,16"
"Valentim Gentil";"";"Prefeitura Municipal De Valentim Gentil";"Receitas Correntes";"Receita Patrimonial";"83.933,46";"103.697,15";"173.328,37"
"Valentim Gentil";"";"Prefeitura Municipal De Valentim Gentil";"Receitas Correntes";"Receita Tributária";"2.940.851,05";"2.637.940,14";"3.090.098,84"
"Valentim Gentil";"";"Prefeitura Municipal De Valentim Gentil";"Receitas Correntes";"Transferências Correntes";"17.060.809,19";"19.415.586,55";"20.971.998,64"
"Valentim Gentil";"";"Prefeitura Municipal De Valentim Gentil";"Receitas de Capital";"Alienação de Bens";"1.737.936,84";"";"42.000,00"
"Valentim Gentil";"";"Prefeitura Municipal De Valentim Gentil";"Receitas de Capital";"Transferências de Capital";"2.396.051,11";"1.728.768,06";"3.183.163,94"
"Valinhos";"";"Departamento De Águas E Esgotos De Valinhos";"Receitas Correntes";"Outras Receitas Correntes";"1.989.151,94";"2.156.654,88";"2.287.760,61"
"Valinhos";"";"Departamento De Águas E Esgotos De Valinhos";"Receitas Correntes";"Receita de Serviços";"33.573.608,70";"35.623.566,54";"35.540.494,94"
"Valinhos";"";"Departamento De Águas E Esgotos De Valinhos";"Receitas Correntes";"Receita Patrimonial";"458.822,45";"405.727,62";"703.449,25"
"Valinhos";"";"Departamento De Águas E Esgotos De Valinhos";"Receitas Correntes";"Receita Tributária";"337.204,30";"328.302,87";"394.011,47"
"Valinhos";"";"Departamento De Águas E Esgotos De Valinhos";"Receitas de Capital";"Outras Receitas de Capital";"704.839,93";"706.686,22";"698.510,41"
"Valinhos";"";"Instituto De Previdência Social Dos Servidores Municipais De Valinhos";"Receitas Correntes";"Outras Receitas Correntes";"";"";"487,41"
"Valinhos";"";"Instituto De Previdência Social Dos Servidores Municipais De Valinhos";"Receitas Correntes";"Receita de Contribuições";"";"9.012.893,13";"20.181.092,40"
"Valinhos";"";"Instituto De Previdência Social Dos Servidores Municipais De Valinhos";"Receitas Correntes";"Receita Patrimonial";"";"96.117,59";"1.772.778,74"
"Valinhos";"";"Prefeitura Municipal De Valinhos";"Receitas Correntes";"Outras Receitas Correntes";"15.740.676,72";"26.131.726,97";"17.733.103,19"
"Valinhos";"";"Prefeitura Municipal De Valinhos";"Receitas Correntes";"Receita de Contribuições";"2.190.343,69";"2.847.306,36";"7.869.256,19"
"Valinhos";"";"Prefeitura Municipal De Valinhos";"Receitas Correntes";"Receita Patrimonial";"926.886,72";"1.064.197,97";"1.761.885,93"
"Valinhos";"";"Prefeitura Municipal De Valinhos";"Receitas Correntes";"Receita Tributária";"103.830.998,82";"112.067.078,10";"131.169.400,86"
"Valinhos";"";"Prefeitura Municipal De Valinhos";"Receitas Correntes";"Transferências Correntes";"162.150.038,19";"183.869.406,36";"193.873.654,65"
"Valinhos";"";"Prefeitura Municipal De Valinhos";"Receitas de Capital";"Alienação de Bens";"133.938,20";"4.492,20";"813,60"
"Valinhos";"";"Prefeitura Municipal De Valinhos";"Receitas de Capital";"Outras Receitas de Capital";"370.992,58";"";"111.506,46"
"Valinhos";"";"Prefeitura Municipal De Valinhos";"Receitas de Capital";"Transferências de Capital";"3.744.411,10";"908.001,98";"4.598.556,18"
"Valparaíso";"";"Departamento De Água E Esgotos De Valparaíso";"Receitas Correntes";"Outras Receitas Correntes";"306.352,28";"323.733,24";"314.979,20"
"Valparaíso";"";"Departamento De Água E Esgotos De Valparaíso";"Receitas Correntes";"Receita de Serviços";"3.097.686,96";"3.356.605,03";"3.598.015,87"
"Valparaíso";"";"Departamento De Água E Esgotos De Valparaíso";"Receitas Correntes";"Receita Patrimonial";"45.297,17";"30.663,73";"53.640,32"
"Valparaíso";"";"Departamento De Água E Esgotos De Valparaíso";"Receitas de Capital";"Transferências de Capital";"67.500,00";"";"60.000,00"
"Valparaíso";"";"Prefeitura Municipal De Valparaíso";"Receitas Correntes";"Receita Agropecuária";"20.000,64";"4.033,25";""
"Valparaíso";"";"Prefeitura Municipal De Valparaíso";"Receitas Correntes";"Outras Receitas Correntes";"852.498,28";"1.335.133,96";"804.040,09"
"Valparaíso";"";"Prefeitura Municipal De Valparaíso";"Receitas Correntes";"Receita de Contribuições";"36.334,63";"34.134,56";"15.703,47"
"Valparaíso";"";"Prefeitura Municipal De Valparaíso";"Receitas Correntes";"Receita de Serviços";"162.922,50";"74.384,02";"84.071,60"
"Valparaíso";"";"Prefeitura Municipal De Valparaíso";"Receitas Correntes";"Receita Patrimonial";"207.337,84";"175.166,38";"278.098,77"
"Valparaíso";"";"Prefeitura Municipal De Valparaíso";"Receitas Correntes";"Receita Tributária";"5.819.969,99";"6.540.195,50";"6.020.995,81"
"Valparaíso";"";"Prefeitura Municipal De Valparaíso";"Receitas Correntes";"Transferências Correntes";"39.781.619,46";"44.904.012,95";"47.641.711,14"
"Valparaíso";"";"Prefeitura Municipal De Valparaíso";"Receitas de Capital";"Alienação de Bens";"";"";"165.884,00"
"Valparaíso";"";"Prefeitura Municipal De Valparaíso";"Receitas de Capital";"Operações de Crédito";"829.965,92";"509.524,38";"27.723,23"
"Valparaíso";"";"Prefeitura Municipal De Valparaíso";"Receitas de Capital";"Transferências de Capital";"2.323.978,31";"1.211.360,86";"3.595.941,36"
"Vargem";"";"Prefeitura Municipal De Vargem";"Receitas Correntes";"Outras Receitas Correntes";"497.646,88";"265.783,67";"1.103.718,58"
"Vargem";"";"Prefeitura Municipal De Vargem";"Receitas Correntes";"Receita Patrimonial";"113.330,15";"71.986,44";"92.201,34"
"Vargem";"";"Prefeitura Municipal De Vargem";"Receitas Correntes";"Receita Tributária";"1.157.772,09";"1.610.756,51";"1.457.804,36"
"Vargem";"";"Prefeitura Municipal De Vargem";"Receitas Correntes";"Transferências Correntes";"15.054.935,81";"16.809.489,18";"17.269.229,89"
"Vargem";"";"Prefeitura Municipal De Vargem";"Receitas de Capital";"Alienação de Bens";"";"";"57.200,00"
"Vargem";"";"Prefeitura Municipal De Vargem";"Receitas de Capital";"Transferências de Capital";"1.688.457,63";"329.669,84";"469.006,96"
"Vargem Grande do Sul";"";"Fundo De Previdencia Municipal - Vargem Grande Do Sul ";"Receitas Correntes";"Outras Receitas Correntes";"366.093,65";"1.545.849,76";"373.365,43"
"Vargem Grande do Sul";"";"Fundo De Previdencia Municipal - Vargem Grande Do Sul ";"Receitas Correntes";"Receita de Contribuições";"6.167.987,80";"7.049.132,10";"7.814.971,75"
